booking_id,property_id,booking_date,check_in_date,checkout_date,no_guests,room_category,booking_platform,ratings_given,booking_status,revenue_generated,revenue_realized
Jun262218560RT36,18560,25-06-22,26-06-22,27-06-22,1,RT3,logtrip,,Checked Out,12000,12000
Jun262218560RT37,18560,23-06-22,26-06-22,27-06-22,3,RT3,others,,No Show,13200,13200
Jun262218560RT38,18560,26-06-22,26-06-22,30-06-22,2,RT3,others,,Checked Out,12000,12000
Jun262218560RT39,18560,26-06-22,26-06-22,29-06-22,4,RT3,makeyourtrip,4,Checked Out,14400,14400
Jun262218560RT310,18560,26-06-22,26-06-22,27-06-22,2,RT3,others,5,Checked Out,12000,12000
Jun262218560RT311,18560,25-06-22,26-06-22,27-06-22,2,RT3,others,1,Checked Out,12000,12000
Jun262218560RT312,18560,25-06-22,26-06-22,28-06-22,2,RT3,others,,Checked Out,12000,12000
Jun262218560RT313,18560,25-06-22,26-06-22,27-06-22,2,RT3,others,,No Show,12000,12000
Jun262218560RT314,18560,26-06-22,26-06-22,27-06-22,1,RT3,others,,No Show,12000,12000
Jun262218560RT315,18560,6/6/2022,26-06-22,29-06-22,1,RT3,makeyourtrip,,Checked Out,12000,12000
Jun262218560RT316,18560,24-06-22,26-06-22,27-06-22,1,RT3,others,,Cancelled,12000,4800
Jun262218560RT317,18560,25-06-22,26-06-22,27-06-22,6,RT3,direct online,5,Checked Out,16800,16800
Jun262218560RT318,18560,23-06-22,26-06-22,29-06-22,2,RT3,makeyourtrip,,Checked Out,12000,12000
Jun262218560RT319,18560,25-06-22,26-06-22,1/7/2022,1,RT3,makeyourtrip,,Cancelled,12000,4800
Jun262218560RT320,18560,26-06-22,26-06-22,28-06-22,6,RT3,makeyourtrip,4,Checked Out,16800,16800
Jun262218560RT321,18560,25-06-22,26-06-22,2/7/2022,1,RT3,others,3,Checked Out,12000,12000
Jun262218560RT322,18560,23-06-22,26-06-22,28-06-22,1,RT3,others,,Checked Out,12000,12000
Jun262218560RT323,18560,23-06-22,26-06-22,27-06-22,1,RT3,tripster,2,Checked Out,12000,12000
Jun262218560RT41,18560,23-06-22,26-06-22,27-06-22,1,RT4,logtrip,,Checked Out,19000,19000
Jun262218560RT42,18560,25-06-22,26-06-22,30-06-22,2,RT4,makeyourtrip,,Checked Out,19000,19000
Jun262218560RT43,18560,26-06-22,26-06-22,27-06-22,1,RT4,logtrip,5,Checked Out,19000,19000
Jun262218560RT44,18560,26-06-22,26-06-22,28-06-22,1,RT4,makeyourtrip,,Checked Out,19000,19000
Jun262218560RT45,18560,20-06-22,26-06-22,27-06-22,1,RT4,journey,,Checked Out,19000,19000
Jun262218560RT46,18560,23-06-22,26-06-22,29-06-22,3,RT4,logtrip,,Checked Out,20900,20900
Jun262218560RT47,18560,24-06-22,26-06-22,30-06-22,1,RT4,makeyourtrip,,Cancelled,19000,7600
Jun262218560RT48,18560,26-06-22,26-06-22,28-06-22,1,RT4,others,3,Checked Out,19000,19000
Jun262218560RT49,18560,26-06-22,26-06-22,1/7/2022,1,RT4,logtrip,5,Checked Out,19000,19000
Jun262218560RT410,18560,23-06-22,26-06-22,27-06-22,1,RT4,makeyourtrip,5,Checked Out,19000,19000
Jun262218560RT411,18560,23-06-22,26-06-22,27-06-22,1,RT4,others,3,Checked Out,19000,19000
Jun262218560RT412,18560,22-06-22,26-06-22,28-06-22,1,RT4,others,,Checked Out,19000,19000
Jun262218560RT413,18560,26-06-22,26-06-22,27-06-22,2,RT4,others,5,Checked Out,19000,19000
Jun262218561RT11,18561,24-06-22,26-06-22,28-06-22,1,RT1,journey,5,Checked Out,6500,6500
Jun262218561RT12,18561,23-06-22,26-06-22,28-06-22,4,RT1,makeyourtrip,,Cancelled,7800,3120
Jun262218561RT13,18561,21-06-22,26-06-22,28-06-22,1,RT1,others,5,Checked Out,6500,6500
Jun262218561RT14,18561,23-06-22,26-06-22,28-06-22,2,RT1,direct online,,Checked Out,6500,6500
Jun262218561RT15,18561,22-06-22,26-06-22,28-06-22,2,RT1,tripster,4,Checked Out,6500,6500
Jun262218561RT16,18561,23-06-22,26-06-22,2/7/2022,4,RT1,logtrip,5,Checked Out,7800,7800
Jun262218561RT17,18561,24-06-22,26-06-22,28-06-22,3,RT1,makeyourtrip,,Checked Out,7150,7150
Jun262218561RT18,18561,23-06-22,26-06-22,1/7/2022,1,RT1,tripster,5,Checked Out,6500,6500
Jun262218561RT19,18561,2/6/2022,26-06-22,27-06-22,2,RT1,others,,Checked Out,6500,6500
Jun262218561RT110,18561,23-06-22,26-06-22,2/7/2022,2,RT1,others,,Cancelled,6500,2600
Jun262218561RT111,18561,19-06-22,26-06-22,27-06-22,3,RT1,direct online,,Cancelled,7150,2860
Jun262218561RT112,18561,25-06-22,26-06-22,30-06-22,2,RT1,makeyourtrip,,Checked Out,6500,6500
Jun262218561RT113,18561,25-06-22,26-06-22,2/7/2022,1,RT1,others,5,Checked Out,6500,6500
Jun262218561RT114,18561,22-06-22,26-06-22,28-06-22,2,RT1,makeyourtrip,,Checked Out,6500,6500
Jun262218561RT115,18561,22-06-22,26-06-22,27-06-22,4,RT1,makeyourtrip,5,Checked Out,7800,7800
Jun262218561RT116,18561,24-06-22,26-06-22,27-06-22,1,RT1,makeyourtrip,,Checked Out,6500,6500
Jun262218561RT117,18561,25-06-22,26-06-22,28-06-22,1,RT1,makeyourtrip,,Cancelled,6500,2600
Jun262218561RT118,18561,24-06-22,26-06-22,27-06-22,1,RT1,direct online,,Cancelled,6500,2600
Jun262218561RT119,18561,20-06-22,26-06-22,30-06-22,4,RT1,others,,Cancelled,7800,3120
Jun262218561RT120,18561,20-06-22,26-06-22,27-06-22,1,RT1,others,,No Show,6500,6500
Jun262218561RT121,18561,6/6/2022,26-06-22,28-06-22,4,RT1,direct online,2,Checked Out,7800,7800
Jun262218561RT122,18561,21-06-22,26-06-22,1/7/2022,2,RT1,others,,Checked Out,6500,6500
Jun262218561RT123,18561,20-06-22,26-06-22,1/7/2022,3,RT1,journey,5,Checked Out,7150,7150
Jun262218561RT124,18561,22-06-22,26-06-22,1/7/2022,2,RT1,others,5,Checked Out,6500,6500
Jun262218561RT125,18561,24-06-22,26-06-22,28-06-22,2,RT1,makeyourtrip,4,Checked Out,6500,6500
Jun262218561RT126,18561,23-06-22,26-06-22,1/7/2022,2,RT1,logtrip,4,Checked Out,6500,6500
Jun262218561RT127,18561,22-06-22,26-06-22,29-06-22,3,RT1,others,,Checked Out,7150,7150
Jun262218561RT128,18561,21-06-22,26-06-22,1/7/2022,2,RT1,logtrip,,Checked Out,6500,6500
Jun262218561RT21,18561,24-06-22,26-06-22,2/7/2022,2,RT2,makeyourtrip,,Checked Out,9000,9000
Jun262218561RT22,18561,24-06-22,26-06-22,27-06-22,2,RT2,logtrip,,Cancelled,9000,3600
Jun262218561RT23,18561,22-06-22,26-06-22,2/7/2022,3,RT2,makeyourtrip,,Checked Out,9900,9900
Jun262218561RT24,18561,24-06-22,26-06-22,2/7/2022,2,RT2,others,5,Checked Out,9000,9000
Jun262218561RT25,18561,21-06-22,26-06-22,28-06-22,1,RT2,others,5,Checked Out,9000,9000
Jun262218561RT26,18561,23-06-22,26-06-22,2/7/2022,4,RT2,makeyourtrip,3,Checked Out,10800,10800
Jun262218561RT27,18561,23-06-22,26-06-22,28-06-22,2,RT2,journey,,Cancelled,9000,3600
Jun262218561RT28,18561,21-06-22,26-06-22,27-06-22,3,RT2,others,,Checked Out,9900,9900
Jun262218561RT29,18561,24-06-22,26-06-22,2/7/2022,2,RT2,logtrip,,Cancelled,9000,3600
Jun262218561RT210,18561,21-06-22,26-06-22,27-06-22,2,RT2,logtrip,4,Checked Out,9000,9000
Jun262218561RT211,18561,21-06-22,26-06-22,27-06-22,1,RT2,makeyourtrip,,Cancelled,9000,3600
Jun262218561RT212,18561,23-06-22,26-06-22,29-06-22,2,RT2,tripster,,No Show,9000,9000
Jun262218561RT213,18561,6/6/2022,26-06-22,2/7/2022,4,RT2,others,,No Show,10800,10800
Jun262218561RT214,18561,22-06-22,26-06-22,28-06-22,2,RT2,others,,No Show,9000,9000
Jun262218561RT215,18561,24-06-22,26-06-22,27-06-22,3,RT2,journey,,Checked Out,9900,9900
Jun262218561RT216,18561,24-06-22,26-06-22,28-06-22,2,RT2,others,,Cancelled,9000,3600
Jun262218561RT217,18561,19-06-22,26-06-22,2/7/2022,3,RT2,tripster,,Cancelled,9900,3960
Jun262218561RT218,18561,24-06-22,26-06-22,29-06-22,3,RT2,direct online,,Cancelled,9900,3960
Jun262218561RT219,18561,23-06-22,26-06-22,28-06-22,4,RT2,makeyourtrip,5,Checked Out,10800,10800
Jun262218561RT220,18561,21-06-22,26-06-22,27-06-22,2,RT2,others,,Cancelled,9000,3600
Jun262218561RT221,18561,21-06-22,26-06-22,27-06-22,1,RT2,makeyourtrip,,Cancelled,9000,3600
Jun262218561RT222,18561,23-06-22,26-06-22,1/7/2022,1,RT2,others,5,Checked Out,9000,9000
Jun262218561RT223,18561,23-06-22,26-06-22,2/7/2022,2,RT2,others,,Checked Out,9000,9000
Jun262218561RT224,18561,24-06-22,26-06-22,28-06-22,2,RT2,makeyourtrip,,Checked Out,9000,9000
Jun262218561RT225,18561,23-06-22,26-06-22,27-06-22,2,RT2,makeyourtrip,,Cancelled,9000,3600
Jun262218561RT226,18561,24-06-22,26-06-22,28-06-22,4,RT2,makeyourtrip,,Cancelled,10800,4320
Jun262218561RT227,18561,25-06-22,26-06-22,27-06-22,2,RT2,direct online,5,Checked Out,9000,9000
Jun262218561RT228,18561,21-06-22,26-06-22,28-06-22,2,RT2,others,,Checked Out,9000,9000
Jun262218561RT229,18561,26-06-22,26-06-22,28-06-22,1,RT2,others,2,Checked Out,9000,9000
Jun262218561RT230,18561,24-06-22,26-06-22,27-06-22,2,RT2,others,2,Checked Out,9000,9000
Jun262218561RT231,18561,23-06-22,26-06-22,28-06-22,2,RT2,direct online,,Checked Out,9000,9000
Jun262218561RT232,18561,23-06-22,26-06-22,29-06-22,2,RT2,direct online,,Checked Out,9000,9000
Jun262218561RT233,18561,19-06-22,26-06-22,1/7/2022,4,RT2,makeyourtrip,,Cancelled,10800,4320
Jun262218561RT234,18561,23-06-22,26-06-22,29-06-22,4,RT2,makeyourtrip,1,Checked Out,10800,10800
Jun262218561RT235,18561,23-06-22,26-06-22,28-06-22,4,RT2,makeyourtrip,1,Checked Out,10800,10800
Jun262218561RT236,18561,26-06-22,26-06-22,27-06-22,2,RT2,others,,Checked Out,9000,9000
Jun262218561RT237,18561,23-06-22,26-06-22,30-06-22,2,RT2,direct online,,Cancelled,9000,3600
Jun262218561RT31,18561,19-06-22,26-06-22,28-06-22,1,RT3,direct online,,Checked Out,12000,12000
Jun262218561RT32,18561,26-06-22,26-06-22,27-06-22,2,RT3,others,,Cancelled,12000,4800
Jun262218561RT33,18561,24-06-22,26-06-22,28-06-22,2,RT3,logtrip,,Checked Out,12000,12000
Jun262218561RT34,18561,25-06-22,26-06-22,27-06-22,4,RT3,makeyourtrip,,Checked Out,14400,14400
Jun262218561RT35,18561,20-06-22,26-06-22,2/7/2022,2,RT3,logtrip,,Checked Out,12000,12000
Jun262218561RT36,18561,25-06-22,26-06-22,1/7/2022,3,RT3,others,,Checked Out,13200,13200
Jun262218561RT37,18561,23-06-22,26-06-22,2/7/2022,2,RT3,logtrip,,Checked Out,12000,12000
Jun262218561RT38,18561,21-06-22,26-06-22,28-06-22,3,RT3,others,,Checked Out,13200,13200
Jun262218561RT39,18561,25-06-22,26-06-22,2/7/2022,4,RT3,logtrip,5,Checked Out,14400,14400
Jun262218561RT310,18561,24-06-22,26-06-22,2/7/2022,2,RT3,makeyourtrip,,Cancelled,12000,4800
Jun262218561RT311,18561,25-06-22,26-06-22,29-06-22,6,RT3,tripster,,Cancelled,16800,6720
Jun262218561RT312,18561,22-06-22,26-06-22,28-06-22,2,RT3,tripster,,Cancelled,12000,4800
Jun262218561RT313,18561,2/6/2022,26-06-22,30-06-22,3,RT3,others,,Cancelled,13200,5280
Jun262218561RT314,18561,19-06-22,26-06-22,2/7/2022,3,RT3,others,,Checked Out,13200,13200
Jun262218561RT315,18561,21-06-22,26-06-22,27-06-22,2,RT3,others,,No Show,12000,12000
Jun262218561RT316,18561,6/6/2022,26-06-22,2/7/2022,3,RT3,direct online,,Cancelled,13200,5280
Jun262218561RT317,18561,23-06-22,26-06-22,2/7/2022,2,RT3,journey,,Checked Out,12000,12000
Jun262218561RT318,18561,23-06-22,26-06-22,28-06-22,2,RT3,tripster,,Checked Out,12000,12000
Jun262218561RT319,18561,6/6/2022,26-06-22,1/7/2022,5,RT3,direct online,,Checked Out,15600,15600
Jun262218561RT320,18561,22-06-22,26-06-22,2/7/2022,3,RT3,others,,Checked Out,13200,13200
Jun262218561RT321,18561,26-06-22,26-06-22,28-06-22,2,RT3,makeyourtrip,5,Checked Out,12000,12000
Jun262218561RT322,18561,21-06-22,26-06-22,2/7/2022,1,RT3,others,,No Show,12000,12000
Jun262218561RT41,18561,24-06-22,26-06-22,28-06-22,3,RT4,tripster,,Checked Out,20900,20900
Jun262218561RT42,18561,24-06-22,26-06-22,27-06-22,2,RT4,others,5,Checked Out,19000,19000
Jun262218561RT43,18561,24-06-22,26-06-22,1/7/2022,1,RT4,others,,Checked Out,19000,19000
Jun262218561RT44,18561,21-06-22,26-06-22,28-06-22,2,RT4,others,5,Checked Out,19000,19000
Jun262218561RT45,18561,19-06-22,26-06-22,28-06-22,2,RT4,direct offline,,Cancelled,19000,7600
Jun262218561RT46,18561,6/6/2022,26-06-22,27-06-22,6,RT4,others,5,Checked Out,26600,26600
Jun262218561RT47,18561,26-06-22,26-06-22,27-06-22,2,RT4,makeyourtrip,5,Checked Out,19000,19000
Jun262218561RT48,18561,23-06-22,26-06-22,2/7/2022,1,RT4,others,,No Show,19000,19000
Jun262218562RT11,18562,23-06-22,26-06-22,27-06-22,2,RT1,makeyourtrip,,Checked Out,6500,6500
Jun262218562RT12,18562,22-06-22,26-06-22,27-06-22,3,RT1,makeyourtrip,4,Checked Out,7150,7150
Jun262218562RT13,18562,19-06-22,26-06-22,2/7/2022,2,RT1,journey,4,Checked Out,6500,6500
Jun262218562RT14,18562,25-06-22,26-06-22,27-06-22,3,RT1,others,5,Checked Out,7150,7150
Jun262218562RT15,18562,23-06-22,26-06-22,1/7/2022,1,RT1,logtrip,4,Checked Out,6500,6500
Jun262218562RT16,18562,23-06-22,26-06-22,29-06-22,2,RT1,others,,Cancelled,6500,2600
Jun262218562RT17,18562,22-06-22,26-06-22,1/7/2022,2,RT1,others,,Checked Out,6500,6500
Jun262218562RT18,18562,21-06-22,26-06-22,27-06-22,3,RT1,others,,Checked Out,7150,7150
Jun262218562RT19,18562,23-06-22,26-06-22,1/7/2022,2,RT1,makeyourtrip,5,Checked Out,6500,6500
Jun262218562RT110,18562,23-06-22,26-06-22,27-06-22,2,RT1,direct online,5,Checked Out,6500,6500
Jun262218562RT111,18562,2/6/2022,26-06-22,27-06-22,2,RT1,others,5,Checked Out,6500,6500
Jun262218562RT112,18562,25-06-22,26-06-22,27-06-22,2,RT1,logtrip,5,Checked Out,6500,6500
Jun262218562RT113,18562,24-06-22,26-06-22,29-06-22,2,RT1,others,5,Checked Out,6500,6500
Jun262218562RT114,18562,24-06-22,26-06-22,27-06-22,4,RT1,others,5,Checked Out,7800,7800
Jun262218562RT115,18562,24-06-22,26-06-22,28-06-22,1,RT1,direct online,,Checked Out,6500,6500
Jun262218562RT116,18562,24-06-22,26-06-22,1/7/2022,1,RT1,tripster,,Cancelled,6500,2600
Jun262218562RT117,18562,20-06-22,26-06-22,28-06-22,3,RT1,makeyourtrip,,Cancelled,7150,2860
Jun262218562RT118,18562,20-06-22,26-06-22,28-06-22,2,RT1,makeyourtrip,,Checked Out,6500,6500
Jun262218562RT119,18562,26-06-22,26-06-22,27-06-22,2,RT1,logtrip,,Checked Out,6500,6500
Jun262218562RT120,18562,24-06-22,26-06-22,27-06-22,1,RT1,others,5,Checked Out,6500,6500
Jun262218562RT121,18562,23-06-22,26-06-22,27-06-22,2,RT1,direct offline,,Checked Out,6500,6500
Jun262218562RT122,18562,26-06-22,26-06-22,27-06-22,3,RT1,makeyourtrip,3,Checked Out,7150,7150
Jun262218562RT123,18562,23-06-22,26-06-22,2/7/2022,1,RT1,logtrip,,Cancelled,6500,2600
Jun262218562RT124,18562,22-06-22,26-06-22,2/7/2022,2,RT1,others,,Checked Out,6500,6500
Jun262218562RT125,18562,24-06-22,26-06-22,27-06-22,2,RT1,makeyourtrip,,Cancelled,6500,2600
Jun262218562RT126,18562,26-06-22,26-06-22,2/7/2022,3,RT1,makeyourtrip,,Cancelled,7150,2860
Jun262218562RT127,18562,22-06-22,26-06-22,1/7/2022,2,RT1,direct online,,Checked Out,6500,6500
Jun262218562RT128,18562,22-06-22,26-06-22,1/7/2022,2,RT1,makeyourtrip,3,Checked Out,6500,6500
Jun262218562RT129,18562,20-06-22,26-06-22,28-06-22,1,RT1,direct online,5,Checked Out,6500,6500
Jun262218562RT130,18562,22-06-22,26-06-22,27-06-22,2,RT1,others,,Checked Out,6500,6500
Jun262218562RT131,18562,21-06-22,26-06-22,27-06-22,4,RT1,makeyourtrip,,Checked Out,7800,7800
Jun262218562RT132,18562,26-06-22,26-06-22,1/7/2022,2,RT1,makeyourtrip,,Cancelled,6500,2600
Jun262218562RT133,18562,21-06-22,26-06-22,27-06-22,1,RT1,makeyourtrip,4,Checked Out,6500,6500
Jun262218562RT21,18562,2/6/2022,26-06-22,27-06-22,3,RT2,makeyourtrip,,No Show,9900,9900
Jun262218562RT22,18562,22-06-22,26-06-22,28-06-22,2,RT2,tripster,,Checked Out,9000,9000
Jun262218562RT23,18562,24-06-22,26-06-22,27-06-22,2,RT2,logtrip,4,Checked Out,9000,9000
Jun262218562RT24,18562,25-06-22,26-06-22,29-06-22,3,RT2,journey,5,Checked Out,9900,9900
Jun262218562RT25,18562,20-06-22,26-06-22,1/7/2022,1,RT2,direct online,4,Checked Out,9000,9000
Jun262218562RT26,18562,24-06-22,26-06-22,1/7/2022,4,RT2,others,,Checked Out,10800,10800
Jun262218562RT27,18562,24-06-22,26-06-22,28-06-22,2,RT2,tripster,3,Checked Out,9000,9000
Jun262218562RT28,18562,24-06-22,26-06-22,27-06-22,2,RT2,journey,2,Checked Out,9000,9000
Jun262218562RT29,18562,22-06-22,26-06-22,28-06-22,2,RT2,direct offline,3,Checked Out,9000,9000
Jun262218562RT210,18562,25-06-22,26-06-22,27-06-22,2,RT2,others,,Cancelled,9000,3600
Jun262218562RT211,18562,23-06-22,26-06-22,28-06-22,2,RT2,logtrip,5,Checked Out,9000,9000
Jun262218562RT212,18562,21-06-22,26-06-22,27-06-22,2,RT2,direct offline,,Checked Out,9000,9000
Jun262218562RT213,18562,24-06-22,26-06-22,27-06-22,2,RT2,journey,,Cancelled,9000,3600
Jun262218562RT214,18562,21-06-22,26-06-22,28-06-22,2,RT2,logtrip,,Cancelled,9000,3600
Jun262218562RT215,18562,19-06-22,26-06-22,2/7/2022,3,RT2,makeyourtrip,3,Checked Out,9900,9900
Jun262218562RT216,18562,19-06-22,26-06-22,29-06-22,1,RT2,makeyourtrip,,Cancelled,9000,3600
Jun262218562RT217,18562,21-06-22,26-06-22,29-06-22,2,RT2,direct online,5,Checked Out,9000,9000
Jun262218562RT218,18562,23-06-22,26-06-22,28-06-22,2,RT2,makeyourtrip,1,Checked Out,9000,9000
Jun262218562RT219,18562,19-06-22,26-06-22,2/7/2022,2,RT2,others,5,Checked Out,9000,9000
Jun262218562RT220,18562,23-06-22,26-06-22,28-06-22,1,RT2,logtrip,,Checked Out,9000,9000
Jun262218562RT221,18562,26-06-22,26-06-22,28-06-22,2,RT2,direct online,5,Checked Out,9000,9000
Jun262218562RT222,18562,20-06-22,26-06-22,29-06-22,2,RT2,others,5,Checked Out,9000,9000
Jun262218562RT223,18562,22-06-22,26-06-22,29-06-22,2,RT2,others,4,Checked Out,9000,9000
Jun262218562RT224,18562,23-06-22,26-06-22,2/7/2022,2,RT2,others,5,Checked Out,9000,9000
Jun262218562RT225,18562,23-06-22,26-06-22,27-06-22,1,RT2,direct online,,Checked Out,9000,9000
Jun262218562RT226,18562,25-06-22,26-06-22,27-06-22,4,RT2,direct online,3,Checked Out,10800,10800
Jun262218562RT227,18562,22-06-22,26-06-22,27-06-22,3,RT2,others,,Cancelled,9900,3960
Jun262218562RT228,18562,22-06-22,26-06-22,27-06-22,4,RT2,others,,Cancelled,10800,4320
Jun262218562RT229,18562,26-06-22,26-06-22,28-06-22,2,RT2,others,,No Show,9000,9000
Jun262218562RT230,18562,24-06-22,26-06-22,27-06-22,3,RT2,tripster,,Cancelled,9900,3960
Jun262218562RT231,18562,21-06-22,26-06-22,28-06-22,4,RT2,makeyourtrip,5,Checked Out,10800,10800
Jun262218562RT31,18562,23-06-22,26-06-22,2/7/2022,2,RT3,direct online,5,Checked Out,12000,12000
Jun262218562RT32,18562,26-06-22,26-06-22,27-06-22,4,RT3,makeyourtrip,1,Checked Out,14400,14400
Jun262218562RT33,18562,26-06-22,26-06-22,28-06-22,1,RT3,others,5,Checked Out,12000,12000
Jun262218562RT34,18562,24-06-22,26-06-22,27-06-22,2,RT3,makeyourtrip,5,Checked Out,12000,12000
Jun262218562RT35,18562,22-06-22,26-06-22,30-06-22,2,RT3,others,5,Checked Out,12000,12000
Jun262218562RT36,18562,24-06-22,26-06-22,27-06-22,3,RT3,makeyourtrip,5,Checked Out,13200,13200
Jun262218562RT37,18562,23-06-22,26-06-22,28-06-22,3,RT3,others,4,Checked Out,13200,13200
Jun262218562RT38,18562,23-06-22,26-06-22,2/7/2022,3,RT3,makeyourtrip,,Cancelled,13200,5280
Jun262218562RT39,18562,23-06-22,26-06-22,29-06-22,4,RT3,direct offline,5,Checked Out,14400,14400
Jun262218562RT310,18562,22-06-22,26-06-22,30-06-22,2,RT3,journey,,Cancelled,12000,4800
Jun262218562RT311,18562,24-06-22,26-06-22,1/7/2022,1,RT3,others,,Cancelled,12000,4800
Jun262218562RT312,18562,2/6/2022,26-06-22,2/7/2022,2,RT3,others,,Checked Out,12000,12000
Jun262218562RT313,18562,24-06-22,26-06-22,27-06-22,1,RT3,others,5,Checked Out,12000,12000
Jun262218562RT314,18562,24-06-22,26-06-22,27-06-22,2,RT3,others,,Cancelled,12000,4800
Jun262218562RT315,18562,22-06-22,26-06-22,27-06-22,2,RT3,logtrip,,Checked Out,12000,12000
Jun262218562RT316,18562,25-06-22,26-06-22,1/7/2022,4,RT3,direct online,5,Checked Out,14400,14400
Jun262218562RT317,18562,5/6/2022,26-06-22,27-06-22,3,RT3,makeyourtrip,,Checked Out,13200,13200
Jun262218562RT318,18562,5/6/2022,26-06-22,1/7/2022,4,RT3,others,2,Checked Out,14400,14400
Jun262218562RT319,18562,20-06-22,26-06-22,2/7/2022,2,RT3,journey,,Checked Out,12000,12000
Jun262218562RT320,18562,24-06-22,26-06-22,27-06-22,3,RT3,others,,Cancelled,13200,5280
Jun262218562RT321,18562,23-06-22,26-06-22,2/7/2022,4,RT3,makeyourtrip,4,Checked Out,14400,14400
Jun262218562RT322,18562,21-06-22,26-06-22,2/7/2022,1,RT3,tripster,3,Checked Out,12000,12000
Jun262218562RT323,18562,5/6/2022,26-06-22,2/7/2022,6,RT3,others,4,Checked Out,16800,16800
Jun262218562RT324,18562,21-06-22,26-06-22,29-06-22,1,RT3,tripster,,Cancelled,12000,4800
Jun262218562RT325,18562,19-06-22,26-06-22,30-06-22,2,RT3,journey,,No Show,12000,12000
Jun262218562RT326,18562,25-06-22,26-06-22,2/7/2022,4,RT3,direct online,,Checked Out,14400,14400
Jun262218562RT41,18562,21-06-22,26-06-22,27-06-22,3,RT4,others,,Cancelled,20900,8360
Jun262218562RT42,18562,23-06-22,26-06-22,27-06-22,2,RT4,makeyourtrip,4,Checked Out,19000,19000
Jun262218562RT43,18562,23-06-22,26-06-22,28-06-22,6,RT4,others,4,Checked Out,26600,26600
Jun262218562RT44,18562,24-06-22,26-06-22,1/7/2022,2,RT4,others,,Checked Out,19000,19000
Jun262218562RT45,18562,21-06-22,26-06-22,27-06-22,2,RT4,others,,No Show,19000,19000
Jun262218562RT46,18562,22-06-22,26-06-22,27-06-22,2,RT4,journey,,No Show,19000,19000
Jun262218562RT47,18562,22-06-22,26-06-22,28-06-22,2,RT4,direct online,,Checked Out,19000,19000
Jun262218562RT48,18562,21-06-22,26-06-22,27-06-22,2,RT4,journey,,Cancelled,19000,7600
Jun262218562RT49,18562,20-06-22,26-06-22,1/7/2022,3,RT4,logtrip,,Checked Out,20900,20900
Jun262218562RT410,18562,25-06-22,26-06-22,28-06-22,3,RT4,logtrip,,Checked Out,20900,20900
Jun262218562RT411,18562,23-06-22,26-06-22,27-06-22,2,RT4,others,,Checked Out,19000,19000
Jun262218562RT412,18562,20-06-22,26-06-22,27-06-22,2,RT4,others,,Checked Out,19000,19000
Jun262218562RT413,18562,23-06-22,26-06-22,27-06-22,3,RT4,direct online,,Cancelled,20900,8360
Jun262218562RT414,18562,23-06-22,26-06-22,27-06-22,2,RT4,makeyourtrip,,Checked Out,19000,19000
Jun262218562RT415,18562,23-06-22,26-06-22,27-06-22,2,RT4,others,,Cancelled,19000,7600
Jun262218562RT416,18562,24-06-22,26-06-22,29-06-22,3,RT4,makeyourtrip,4,Checked Out,20900,20900
Jun262218562RT417,18562,26-06-22,26-06-22,28-06-22,2,RT4,tripster,5,Checked Out,19000,19000
Jun262218562RT418,18562,25-06-22,26-06-22,1/7/2022,2,RT4,others,5,Checked Out,19000,19000
Jun262218562RT419,18562,23-06-22,26-06-22,30-06-22,4,RT4,makeyourtrip,,Checked Out,22800,22800
Jun262218563RT11,18563,20-06-22,26-06-22,27-06-22,1,RT1,direct online,,Checked Out,6500,6500
Jun262218563RT12,18563,25-06-22,26-06-22,28-06-22,1,RT1,others,,Cancelled,6500,2600
Jun262218563RT13,18563,26-06-22,26-06-22,27-06-22,4,RT1,logtrip,1,Checked Out,7800,7800
Jun262218563RT14,18563,20-06-22,26-06-22,29-06-22,2,RT1,others,,Checked Out,6500,6500
Jun262218563RT15,18563,26-06-22,26-06-22,2/7/2022,1,RT1,others,,Checked Out,6500,6500
Jun262218563RT16,18563,19-06-22,26-06-22,30-06-22,1,RT1,direct offline,,Checked Out,6500,6500
Jun262218563RT17,18563,22-06-22,26-06-22,28-06-22,1,RT1,others,,Cancelled,6500,2600
Jun262218563RT18,18563,25-06-22,26-06-22,29-06-22,1,RT1,makeyourtrip,3,Checked Out,6500,6500
Jun262218563RT19,18563,26-06-22,26-06-22,27-06-22,1,RT1,makeyourtrip,3,Checked Out,6500,6500
Jun262218563RT110,18563,24-06-22,26-06-22,1/7/2022,1,RT1,direct offline,,Cancelled,6500,2600
Jun262218563RT111,18563,26-06-22,26-06-22,30-06-22,1,RT1,logtrip,3,Checked Out,6500,6500
Jun262218563RT112,18563,25-06-22,26-06-22,28-06-22,1,RT1,makeyourtrip,,Checked Out,6500,6500
Jun262218563RT113,18563,26-06-22,26-06-22,27-06-22,1,RT1,makeyourtrip,,Checked Out,6500,6500
Jun262218563RT114,18563,5/6/2022,26-06-22,27-06-22,1,RT1,logtrip,3,Checked Out,6500,6500
Jun262218563RT115,18563,26-06-22,26-06-22,28-06-22,2,RT1,direct online,3,Checked Out,6500,6500
Jun262218563RT116,18563,25-06-22,26-06-22,27-06-22,1,RT1,others,3,Checked Out,6500,6500
Jun262218563RT117,18563,26-06-22,26-06-22,2/7/2022,1,RT1,others,,Cancelled,6500,2600
Jun262218563RT118,18563,26-06-22,26-06-22,30-06-22,1,RT1,makeyourtrip,3,Checked Out,6500,6500
